track_name,artist,album,year
Youlan_ Lonely Orchid (solo guqin),David Mingyue Liang,The Flowing Waters,1950
Forbidden Fruit,Pursuit Of Happiness,One Sided Story,1972
Recorda-Me,Bobby Hutcherson,Jazz for a Summer Night,2001
Lady Of Your Calibre,Gregory Isaacs,Mr. Cool,1944
Italian For Goodbye (skit),The Pharcyde,Humboldt Beginnings,2004
Anti Geroi,Azis,BalkanBeats Volume 2,2006
Stronger Than Me,Amy Winehouse,Take The Box,2003
Only For The Young,George Lopez,Tall_ Dark & Chicano,2009
bTas 16 ans demain,Les Hou-Lops,bVendredi mobs\xc3\xa8de,2000
Serene,The Cosmosamatics,Zetrons,1931
So Jah Seh,Jackie Edwards,Roots And Culture Volume 3,2006
Joy In The Journey (The Final Word Album Version),Michael Card,The Final Word,1992
Chorinho Pra Ele (Live),Richard Galliano,Original Album Classics,1952
bWarriors Quest,Ensiferum,Victory Songs,1999
Medley Le\xc3\xafla Chico,Leila Chicot,Zouk Sun-Hit M\xc3\xa9gamix,1991
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,Labcabincalifornia,1995
bRakkauden satu - Histoire dun Amour -,Erkki Junkkarinen,Yst\xc3\xa4v\xc3\xa4n Laulu - 25 Unohtumatonta Laulua,1958
God Bless You (Goddamn it),A Static Lullaby,Faso Latido,2005
The Illusionist,Scar Symmetry,Nuclear Blast Showdown 2006,2006
La Route Est Belle,Oztara,Ensorsoleil,2005
Urgence,Sonia Dersion,Belles De Zouk,2004
Pero Me Acuerdo De T\xc3\xad,Christina Aguilera,Mi Reflejo,2000
Trapped In Reality,Headhunter,Parody Of Life,1995
Our Darkest Days,Eighteen Visions,Eighteen Visions,2006
bCalifornia Dreamin (LP Version),Baby Huey & The Baby Sitters,The Baby Huey Story: The Living Legend,1971
Dumb Woman Blues,Elmore James,Dark And Dreary,1930
Letting You Back In,Rising Lion,American Dread,1940
Hear Me Lord (2001 Digital Remaster),George Harrison,All Things Must Pass,1993
bDont Let Go,Weezer,The Green Album,2001
bU Dont Hear Me Tho (Street Mix),Rodney O & Joe Cooley,Greatest Hits,1993
Lonely Street,Boots Randolph,bBoots Randolphs Yakety Sax!,1963
Undertow,Jackson United,Harmony And Dissidence,2008
12 Seasons of Love,The Cosmosamatics,Zetrons,1973
Courtyard,Bobbie Gentry,The Best of Bobbie Gentry: The Capitol Years,1968
Have You Ever Seen The Rain,Creedence Clearwater Revived,The Best Of (featuring Johnny Guitar Williamson),1956
Cry Baby,The Johnny Otis Orchestra,Jukebox Hits 1946-1954,1997
Interlude,B.A.D.,B.A.D. (Be A Devil),1988
Terra,Luar Na Lubre,lo mejor de  Luar na Lubre,2001
Mother,Circular,Divergent,1953
A La Memoria Del Muerto,Fruko Y Sus Tesos,Soy Como Soy,2004
bSayin Dope,The Bucketheads,All In The Mind,1995
bWhen The World Is Running Down_ You Make The Best Of Whats Still Around,The Police,Zenyatta Mondatta,1932
My Bonnie Lies Over the Ocean,Kinky,The Simple Life: Campfire Songs,1955
Now You Know,The Real Kids,bSenseless: Live At Cantones_ 1982,1996
bIm Sitting Here Waiting,Eddie Boyd,Live In Switzerland,1991
Korrupted - Remix,Tha Chamba,bDont Sleep,1965
Sex Objekt,Jack Orsen & Taktlo$$,Direkt Aus Dem Knast (Du Spast),1952
Rain / Ekoln,Olov Johansson_ Catriona Mckay,Foogy,1997
Reason With The Beast,Shriekback,Cormorant,2005
As Diehard As They Come (Album Version),Hatebreed,Supremacy,2006
No Unexpected Guests,John Frizzell,Ghost Ship,2002
Walls And Cannonballs (Album),Sister Hazel,Release,2010
Trouble In The City,J.J. Cale,#8,1983
Dark Angel,Precious Bryant,The Truth,2005
Knocked Up,Kings Of Leon,Sex On Fire,2007
Ven Conmigo/Perdoname (Live),Selena,La Leyenda,1975
Taste Of Dis (Explicit Version),Brooke Valentine,Chain Letter,2005
Prvni vesela,Krystof,Rubikon,2006
bIf Youd Only Talk To Me (Bonus Track),Claire Hamill,Touchpaper,1948
Librado Maldonado,Los Originales De San Juan,Perro Malagradecido,1977
Crass Commercialism,Black Flag,Everything Went Black,1982
Flores Negras,Barbarito Diez,Asi,1979
Rollercoaster Ride,Aaron Watson,Angels & Outlaws,2008
Turning Away,Mary Black,Best of 1991-2001 Hidden Harvest,1999
Metal from Hell...22nd Century,bSatans Host,Satanic Grimoire,1969
The Girl I Find (LP Version),The Impressions,bThe Young Mods Forgotten Story,1943
Panda Bear,Owl City,Of June,2007
Drifting From Town To Town,Bobby Bland,The Original Memphis Blues Brothers,2006
Negativ Song,Headliners,Das Album zum Film,2006
The Lords Prayer,Jane Winther,Prayer,1941
Nubia (LP Version),The Rascals,See,1930
bBlakes Worried Blues,Blind Blake,Blind Blake Vol. 1 (1926 - 1927),1969
bYoure My World,Emilia,bYoure My World,1980
Ojos Gitanos,C\xc3\xb3mplices,Grandes Exitos: Complicidad,1991
Mira Nina,Emilio,10 Aniversario,1998
Solamente Una Vez,Nana Caymmi,Sangre De Mi Alma,1987
Zolte Slonie,Kasia Stankiewicz,Mimikra,2006
Sahti Waari,Turisas,Battle Metal,2004
Nina Nina,Ch\xc3\xa9co Feliciano And Joe King,Ketukuba,2006
Only Do for Love,Cache Cache,Only Do for Love,1978
Arrival,David Hudson,Primal Elegance One,2005
Las Murallas De Jeric\xc3\xb3,David Summers,Perdido En El Espacio,2003
Megatrend,Rummage,thahandclaspinduction,2008
In The Name of the Father,Adr Lavey,Leviathans Creations,1971
bI Cant Tame Wild Women,bBill Boyds Cowboy Ramblers,Saturday Night Rag 1934-36 Volume 1,1987
A Somber Wind from a Distant Shore (Album),Canis Dirus,A Somber Wind From A Distant Shore,1997
Little Timmy,Vickie Winans,Share the Laughter,1995
Erica,Justin,Justin In Love With HK Philharmonic Concert Live,1963
Marcando El Ritmo Al Caminar,La Portuaria,Rosas Rojas,1977
To Agalma,Antonis Remos,Antonis Remos Live,2005
Damisela Encantadora,Percy Faith And His Orchestra,The Golden Age of Light Music: Orchestral Gems in Stereo,1936
You Are My Memoir,Stars Like Fleas,The Ken Burns Effect,2007
bDonizetti: Roberto Devereux: Lore trascorrono...,Gaetano Donizetti,Roberto Devereux,1943
Pienso En Ti,Shakira,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),1995
bThis Time Ill Be Sweeter,Maysa,Feel The Fire,1992
Bus Station Blues (Live),Little Freddie King,Gotta Walk With da King,1947
Mr. Prime Minister,Ms. Dynamite,Judgement Days,2005
I Love You And You Love Me,Andy Russell,Andy Russell. Themes Only For Lovers,1967
A New Hope,Blink-182,Dude Ranch,1997
Como La Flor (2005 Re-mastering) (Live),Selena,Unforgettable,1930
Ponto,Kali,Requiem EP,1963
Great Is Thy Faithfulness,Vickie Winans,Live In Detroit (Expanded Edition),1961
Party In The Burbs,John Brown,TheBurbsLife,1991
Compulsory Resurrection,Abysmal Dawn,Programmed to Consume,2008
Lobotomy,Chaotica,Turbocharger,1951
The tears I cried,Lara & The Gumbo Lickers,Keep cool,1946
Party Til The Cows Come Home,Elvin Bishop,bGettin My Groove Back,2005
bDont Cry_ Joe,Gordon Jenkins,Hit Club_ The Hits 1949,1933
La Excursion,1. Futurologischer Congress,Patchwork,1945
Big Balls And Cow Town,Asleep At The Wheel,House Of Blue Lights,1945
Lie Down And Be Counted (2007 Digital Remaster),Neil Innes,bLets Make Up And Be Friendly,1964
Your Amazing Grace (feat. Raul Mid\xc3\xb3n),Marcus Miller,A Night In Monte-Carlo (Live),2002
Into A Swan,Siouxsie,Into A Swan,2007
To The Stars,Claire Hamill,October,1971
The Joes Mobilize,Alan Silvestri,G.I. JOE,2009
I Got To Quit My Baby,Sunnyland Slim,Chicago Blues Festival 1974 With Jimmy Dawkins,1977
So Unhappy,Byther Smith,Hold That Train,2004
San Cristobal,Dusminguet,Postrof,2001
Kashmiri Love Song,Rudolph Valentino,Movie Stars (CD 2),1992
Marca de Amor N\xc3\xa3o Sai,Sylvia Patricia,Purpurina 37,1947
Ammonite,Zeromancer,Sinners International,2009
If I Ruled The World,Regina Belle,Lazy Afternoon,2004
The Sweep,Two Man Advantage,bDont Label Us,1978
Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Green Day,Wake Me Up When September Ends,2005
I Love You,Ayo,Outta Babylon & I Love You,1970
This Christmas (LP Version),Donny Hathaway,A Classic Soul Christmas,2009
Curvy Cola Bottle Body,Chico,Curvy Cola Bottle Body,2006
Volc\xc3\xa1n,KALIMBA,Amar y Querer (Homenaje a Las Grandes Canciones),2009
Alkohol,SKOLD vs. KMFDM,SKOLD vs. KMFDM,2000
Heart it Races (Frank Tetaz Remix),Architecture In Helsinki,Heart It Races Remixes,1966
Very Well,Wailing Souls,The Best of the Wailing Souls,1979
Village Attack/ The Arrest,Kitaro,Heaven & Earth,1993
Lesson Learned,Alice In Chains,Black Gives Way To Blue,2009
(I Heard That) Lonesome Whistle,Bobby Darin,The Capitol Years,1995
Here Comes The Hotstepper,Ini Kamoze,Massive Reggae,1995
Almost Genuine,9th Wonder featuring Defcon_ Phonte,9th Wonder Presents Dream Merchant Volume 1,1999
bCant Shake That Girl,The Real Kids,Grown Up Wrong,1972
What You Deserve (Album Version),Ill Nino,The Best Of Ill Ni\xc3\xb1o,2006
Es dificil,De La Ghetto,Massacre Musical,1985
The Sweetest Curse,Baroness,Blue Record,2009
bWere Back,DMX / Eve / Jadakiss,Grand Champ,2003
Talk Like POP,Melt Banana,Cactuses Come In Flocks,1999
Fuego Caliente,M.I.K.E.,Fuego Caliente,1965
Un Tipo Como Yo,Willie Rosario,Back To The Future,1999
The Thrill Is Gone,Jude Taylor & His Burning Flames,Best of Zydeco,1994
Slave To The Wage,Placebo,Black Market Music,2000
Hit The Lights,Metallica,Some Kind Of Monster,1982
Cancion Para Mi Muerte,Sui Generis,Adios Sui Generis Vol.I,1999
Have You Seen Her,The Red Telephone,Aviation,1992
bDont Tell Me,T-Bone,bDont Look Back,1943
Karuna,Bill Douglas,bEternitys Sunrise,1948
Lil Mama Getdown,DJ Spinn featuring Traxman,Da Nastier da Better,1992
Closing Scene,The Radio Dept.,Freddie And The Trojan Horse,2007
Get It For Free,M\xc3\xb6tley Cr\xc3\xbce,Dr Feelgood Deluxe Edition,1999
Feelings,Shy FX & T Power,Innovation The Album Mixed By Shy FX,2005
If You Love Me,Becky Baeling,Becstasy,2003
Still There For Me,bKe Mo,Suitcase,2006
Allein,UKW,Ultrakurzwelle,1933
Doctor Of Hearts (Album Version),THE CHIFFONS,b60s Girl Groups,1995
La Vida En Rosa,S. Solis y Orquesta,Instrumental Acorde\xc3\xb3n (28 Hits in Accordion),1957
Crying Time,Commander Cody And His Lost Planet Airmen,Live From Deep In The Heart Of Texas,1974
You Can Always Come Home,Commissioned,Matters Of The Heart,1968
Little Bitty Pretty One,Dee Clark,Greatest Hits,1947
Shooting Stars,Cauterize,So Far From Real,2003
The Cookie Bakers of the Night,Laurie Berkner,Buzz Buzz,2001
Whip It,DJ Slugo,DJ Slugo Juke Chronicles Vol. 10,1984
The Blessing,Joi,Without Zero,1964
Citizen Of The Planet,Simon & Garfunkel,Old Friends Live On Stage,2004
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman,Love Me Now (featuring Wyclef) (International Only),1974
Something For The Pain,Robben Ford,Blue Moon,2002
Everyone_ Everywhere_ Everytime,Greater Vision,My Favorite Place,1934
This Is NOT a Crass Song,Anti-Flag,A New Kind of Army,1999
Soul Searcher,Joe Lynn Turner,Rescue You,1935
Skeletons (Live Acoustic Version),Rickie Lee Jones,Naked Songs Live And Acoustic,1930
Imagination,Hysterie,San Francisco Love House Volume 2,2005
Flashflood,Aesop Rock,Labor Days,2001
What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,Down The Line,1991
El ni\xc3\xb1o de la calle,Alfredo Guti\xc3\xa9rrez,Serie Tradicional - Mi Acorde\xc3\xb3n Bohemio  CD 1,1949
Old Times Sake,Shelby Lynne,Suit Yourself,2005
Wasted Love,Tora Tora,Before & After,1947
Eleanor Put Your Boots On,Franz Ferdinand,Eleanor Put Your Boots On,2005
Ass Attack (Four Tet Remix),Hot Chip,Coming On Strong,2004
Canta Brasil,Gal Costa,Classic Latino,1981
Sally In the Garden,Kathy Mattea,Coal,2008
Steamroller Blues,James Taylor,James Taylor Live,1962
Heute,Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),1985
A Day In The Life (Album Version),Jeff Beck,Performing this week... At Ronnie Scotts,1987
Sous la Tour Eiffel,Taboo,Italo Dance Collection_ Vol. 1,2008
Falling Bombs,BigElf,Hex,2003
Sometimes,Tanto Metro & Devonte,The Beat Goes On,1938
bWaahila (Instrumental - Bonus Track),Ray Kane,The Legendary Ray Kane : Old Slack Key,1987
Drive In Saturday - (Tribute to David Bowie),Ashes to Ashes,A Tribute To David Bowie Vol 1,1960
My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,2009
Bed Crumbs,Fudge Tunnel,In A Word,1991
bJlai pas dit,Edgar Bori,Fous les canards,1994
bIm Just Wonderin Part 2,Jimmy Witherspoon,Urban Blues Singing Legend 1949-1951,2010
No More Blues (Chega de Saudade),Eliane Elias,Fantasia,1992
Wave,Dave Eggar,Angelic Embrace,2002
bWhatd I Say,Donnie Brooks,The Best of Donnie Brooks,2001
bJa (Hannos Poppersmonstermix),2raumwohnung,36 Grad Remixe,2007
Time to come true,SOJA,Peace in a time of war,1946
bWhatevers Cool With Me (LP Version),Dinosaur Jr.,bWhatevers Cool With Me,1991
Winter (Four Seasons),Ulytau,Two Warriors,1958
Hallelujah,The Nelons,Something Beautiful,1971
Creeper Kamikaze,The Exies,Inertia,2003
Error,Babylon Disco,Natsukashii,2007
Seuraavassa el\xc3\xa4m\xc3\xa4ss\xc3\xa4,Kaija Koo,Lauluja rakkaudesta,1995
Fausse monnaie,Gus Viseur,Paris Jazz Cafe Vol.3,2000
Chariots Of Fire,Dino,bHits Of The 80s,1974
I Live to Be Hated,GG Allin,Suicide Sessions / Anti-Social Personality Disorder: Live,1935
Siyabonga (Unreleased Bonus Track),Zimbabwe Legit,Instrumentals and Lost Tracks,1946
The Majesty Of Rock,Spinal Tap,Break Like The Wind,1992
Blaue Matrosen (live),Der Moderne Man,Drama_ Spiel und Blut (Das Archiv Teil 1),1942
Strange Thing,Buzzcocks,French,1980
Journey To Love,Stanley Clarke,The Bass-ic Collection,1975
Alguna Vez,La Portuaria,Devorador De Corazones,1932
Rotting Fumes,Hemdale,Rad Jackson,1943
Revelations,Jesse Malin and The St. Marks Social,Love it to Life,2007
bIts Not Me,3 Doors Down,Here Without You,2003
bMa Raineys Black Bottom,Ma Rainey,Ma Rainey,1927
I Want It,Zombie Girl,Back From The Dead,2006
bStory Of An Artist (Dont Be Scared),Daniel Johnston,Welcome to my World,1951
Sajana (Ft Faheem Mazhar),Niraj Chag,The Lost Souls Bonus EP,1998
Segredo,Jo\xc3\xa3o Gilberto,Joao Voz E Violato,2000
Murder One,Bone Thugs-N-Harmony,BTNHRESURRECTION,2000
I Destructor (Lenny Dee Mix),Ultraviolence,Blown Away,1946
No Quieras Marcharte,Los Chichos,Adelante,1984
D Shuffle Jam (Part 2),Christian McBride,Live At Tonic,1967
When I Was A Cowboy (Western Plains) (LP Version),Jim Kweskin,Garden Of Joy,1958
On My Feet Again,Utopia,Utopia,1975
If I...,Foxy Brown,Ill Na Na,1988
Bedroom Acoustics,Muse,Plug In Baby,1980
Ju Ju,String Trio Of New York,Intermobility,1986
Ad Te Clamamus Exsvles Mortva Liberi,Enthroned,Pentagrammaton,2010
Deep Sea Creature,Mastodon,Call of the Mastodon,2001
bWerther - Lyric Drama in four Acts/Act I/Alors_ cest bien ici la maison du bailli?,Ram\xc3\xb3n Vargas;Vladimir Jurowski,Massenet: Werther,1930
Theresa,Portable,Distance,2003
Danny Boy,Hank Locklin,RCA Country Legends,1995
Pak shte te obicham,Lili Ivanova,Tango,1997
Old Broom,Wailing Souls,Sly & Robbie present Taxi,1981
Good Looking Girl Blues,Furry Lewis,In His Prime 1927-1928,1969
R\xc3\xa5skev\xc3\xa4rsrock,Br\xc3\xb6derna Djup,Br\xc3\xb6derna Djup - Vi bor p\xc3\xa5 landet,2007
Cajun Blood,Jo-El Sonnier,Cajun Blood,2002
Jamboree,Naughty By Nature;Naughty By Nature featuring Zhane,bNineteen Naughty Nine Natures Fury,1971
Poikamies (2009),Murskahumppa,Poikamies (2009),2008
bTil The Victorys Won,Vanessa Bell Armstrong,Walking Miracle,2009
Subterranean Homesick Alien,Radiohead,bOK Computer (Collectors Edition),1997
Tell Me Why,Dave Hollister,Things In The Game Done Changed,2006
Lullaby,Seamus Egan,When Juniper Sleeps,1947
Dance_ Gypsy_ Dance,Arthur Tracy,Street Singer,1938
Love Me,Angelo Badalamenti,The Edge Of Love,1968
Good Loving,C.C. Adcock,C.C. Adcock,1975
Damien,DMX,bIts Dark And Hell Is Hot,1998
bThe Presidents Speech,James Horner,Deep Impact - Music from the Motion Picture,1998
Trong Com,Kitaro,Heaven & Earth,1993
Doble Bombo,Las Ketchup,Un Blodymary,2006
Mudhump,C-Side & Petit Mal,Swarm Warnings,1978
A Legend In My Time,Don Gibson,Country Greats,1987
Serve The Ego (Hani Num Dub),Jewel,Serve The Ego,1964
Fall In Love [Rub A Dub Mix],John Legend [feat. Buju Banton],Strictly The Best Vol. 40,1965
Going Home,Izzy,Ascolta,1965
Still In Love,Nick Cave & The Bad Seeds,Nocturama,2003
Closed Eyes,Bury Your Dead,bIts Nothing Personal,2009
Big Guys Throw Cones,Our Time Down Here,Live_ Love_ Let Go,1981
Railroad Boogie,Pee Wee King,Black Diamond Express To Hell,1940
Chanson R\xc3\xa9aliste,Acorps de Rue,Dans un \xc3\xa9lan,1959
bIve Won (Introduction - Speaking),The Nelons,Hallelujah Live,1977
Le gardien de mus\xc3\xa9e,Les Blaireaux,En concert au Splendid,2007
Sencillamente,Bersuit Vergarabat,Testosterona,2005
bPoppin Them Thangs,G-Unit,Hot Joints 2,2003
Bury Your Head,Saosin,Saosin EP,2005
American Journey/IV. Arts and Sports,John Williams,An American Journey,1949
Shuncata Penda,Pardesi,Pump Up The Bhangra,1952
Melodica,Baby Grand,Future Chill,1935
Sailing,DJ Ostkurve,Top of the Mountains Vol. 5,1992
Hi Ho Silver,Roy Rogers,bA Cowboys Songbook,1979
Slamka Spasa,Reni,Reni 2001,1986
bKanaka o Mose,Leonard Kwan,bKealas Mele,1996
Between Eunice & Opelousas,Steve Riley & The Mamou Playboys,La Toussaint,1995
Monarchy Now,Falco,Nachtflug,1992
When Those Two Towers Fell,New Roanoke Jug Band,Play It For A Long Time,1995
Shadow,Warren Barfield,Reach,2006
Big Business,Dilated Peoples,Neighborhood Watch,2004
La Sitiera,Orquesta Broadway,Tiqui_ Tiqui,1984
bIm Not Done,Fever Ray,Live In Lulea,2009
Close Up,Charles Williams,Close Up,1953
bSittin On Top of the Wolrd,Bob Wills,Bob Wills and His Texas Playboys 1932-1947,1976
It Must Be,David Martin,Something in Your Eyes,2008
Bo Diddley,The Animals_ Sonny Boy Williamson,The Animals with Sonny Boy Williamson,1973
The Truth,MN,Speed 002,1943
Teenage Baby (Digitally Remastered),T-Bone Walker,Bobby Sox Blues - EP,1958
Ignis,Floor,It\x19s Not The Same,2009
So Many Books ... (The Word Album Version),Michael Card,Joy in the Journey,1943
What Would You Do,Walter Jackson,Welcome Home / The Okeh Years,2006
bDrummers Circle,Megadrums,Transformation,1962
Kong,Justin,Justin In Love With HK Philharmonic Concert Live,1964
Post-Toxic Finger Disorder,Tim Exile,bTim Exiles Nuisance Gabbaret Lounge,2006
Lotus Kiss,Alex Theory,Gathering The Tribe,1962
Intro,Bizzy Bone Presents,Double R,2004
Qui Donc A Chang\xc3\xa9 ?,Marcel Mouloudji,36 Grands Succ\xc3\xa8s,2008
bWhen Youre Hot_ Youre Hot,Jerry Reed,Les 100 Plus Grands Titres Country,2010
Church Hangover,George Lopez,El Mas Chingon,2006
The Ride (Album),Cinder,House Full Of No Trust,2006
No Survivors,Speedball,Maximum Speed,1998
I Got Stripes (Live),Johnny Cash,The Legend,2006
The Contracting Perception Of Consciousness,Rui Da Silva,Praying Mantis,2005
Her Golden Robe In Silence Veiled,Autumnblaze,D\xc3\xa4mmerElbenTrag\xc3\xb6die,1999
Two Little Fishes_ Five Loaves Of Bread,Sister Rosetta Tharpe,Complete / Int\xc3\xa9grale Vol. 5 (1953-1957),1945
The Greed Of Our Stare,Hatesex,Unwant,2004
Same Old Song,Kris Kristofferson,Original Album Classics,1974
bRockin Every Night (Live),Gary Moore,bRockin Every Night (Gary Moore Live In Japan),2005
Walk Away,Christina Aguilera,Christina Aguilera/Stripped,2002
Mais La Vie,Maurane / Lara Fabian,bQuand LHumain Danse,2003
bDoggin Around,Rita Chiarelli,No-One to Blame,2004
Dem a Talk,Kiprich,Chiney Flava Riddim,2005
Roger Milla (Stadium Mix),Pepe Kalle,Larger Than Life,1951
La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),Jaime Urrutia,En Joy,1952
bEverythings Gone,David Tao,David Tao,1948
Forever Consumed Oblivion,Goatwhore,A Haunting Curse,2006
bMcDermotts / Boys of Blue Hill,S\xc3\xa9amus Egan,In Your Ear,1994
Irresistible! (Maurel & Fauvrelle LESS Mix),Superchumbo,Irresistible!,1966
Red Balloon,We Show Up On Radar,Growing A Girl EP,1968
El Arte De Amar,Gabinete Caligari,4 Rosas Y Que Dios Reparta Suerte,1989
Pinini Reggae,SUMO,S\xc3\xad o S\xc3\xad - Diario del Rock Argentino - Sumo,1989
bI Wont Let You Go Till You Bless My Soul (Album Version),The Clark Sisters,Conqueror,1932
Rio Grande Waltz,Hank Locklin,A Year Of Time,1958
Honey I Sugar Pie,Tanto Metro & Devonte,Riddim Driven - Adrenaline,2003
Phylyps Trak II/II,Basic Channel,Phylyps Trak II,1994
Stand By Your Man,Tammy Wynette,Country 100,1968
Young Blood (2007 Digital Remaster),Whitesnake,Saints And Sinners,1978
